GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G3101090","2010","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",50031,"Lancaster County, Nebraska",1899
"G3101530","2010","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",69538,"Sarpy County, Nebraska",2965
"G3200030","2010","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",51437,"Clark County, Nevada",840
"G3200310","2010","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",50556,"Washoe County, Nevada",2111
"G3300050","2010","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",48030,"Cheshire County, New Hampshire",3847
"G3300090","2010","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",50738,"Grafton County, New Hampshire",2743
"G3300110","2010","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",68312,"Hillsborough County, New Hampshire",2342
"G3300130","2010","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",61310,"Merrimack County, New Hampshire",2229
"G3300150","2010","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",73925,"Rockingham County, New Hampshire",2807
"G3300170","2010","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",52212,"Strafford County, New Hampshire",3039
"G3400010","2010","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",52571,"Atlantic County, New Jersey",2906
"G3400030","2010","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",77389,"Bergen County, New Jersey",2822
"G3400050","2010","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",74329,"Burlington County, New Jersey",2322
"G3400070","2010","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",57352,"Camden County, New Jersey",2273
"G3400090","2010","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",53392,"Cape May County, New Jersey",3666
"G3400110","2010","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",51619,"Cumberland County, New Jersey",2460
"G3400130","2010","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",52394,"Essex County, New Jersey",1225
"G3400150","2010","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",70514,"Gloucester County, New Jersey",2509
"G3400170","2010","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",54817,"Hudson County, New Jersey",2503
"G3400190","2010","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",97874,"Hunterdon County, New Jersey",8666
"G3400210","2010","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",70956,"Mercer County, New Jersey",2427
"G3400230","2010","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",76443,"Middlesex County, New Jersey",2032
"G3400250","2010","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",80816,"Monmouth County, New Jersey",2234
"G3400270","2010","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",91469,"Morris County, New Jersey",2256
"G3400290","2010","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",57128,"Ocean County, New Jersey",2033
"G3400310","2010","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",53993,"Passaic County, New Jersey",2556
"G3400330","2010","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",56357,"Salem County, New Jersey",4639
"G3400350","2010","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",94270,"Somerset County, New Jersey",3617
"G3400370","2010","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",84115,"Sussex County, New Jersey",7133
"G3400390","2010","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",66665,"Union County, New Jersey",2173
"G3400410","2010","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",71832,"Warren County, New Jersey",5465
"G3500010","2010","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",47624,"Bernalillo County, New Mexico",1762
"G3500050","2010","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",34325,"Chaves County, New Mexico",4364
"G3500130","2010","NM",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",35230,"Doña Ana County, New Mexico",2850
"G3500310","2010","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",29369,"McKinley County, New Mexico",2936
"G3500430","2010","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",51959,"Sandoval County, New Mexico",3498
"G3500450","2010","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",45127,"San Juan County, New Mexico",4116
"G3500490","2010","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",47080,"Santa Fe County, New Mexico",4035
"G3500610","2010","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",39241,"Valencia County, New Mexico",5111
"G3600010","2010","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",53965,"Albany County, New York",3031
"G3600050","2010","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",32568,"Bronx County, New York",1393
"G3600070","2010","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",44473,"Broome County, New York",2269
"G3600090","2010","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41578,"Cattaraugus County, New York",1977
"G3600110","2010","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",49136,"Cayuga County, New York",1891
"G3600130","2010","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",40443,"Chautauqua County, New York",2516
"G3600150","2010","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",47643,"Chemung County, New York",2895
"G3600190","2010","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",43600,"Clinton County, New York",3063
"G3600270","2010","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",69613,"Dutchess County, New York",2593
"G3600290","2010","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",46816,"Erie County, New York",1180
"G3600450","2010","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",43557,"Jefferson County, New York",3321
"G3600470","2010","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",42143,"Kings County, New York",615
"G3600510","2010","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",50640,"Livingston County, New York",2882
"G3600530","2010","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",53006,"Madison County, New York",4611
"G3600550","2010","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",49532,"Monroe County, New York",1478
"G3600590","2010","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",91104,"Nassau County, New York",2189
"G3600610","2010","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",63832,"New York County, New York",2125
"G3600630","2010","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",43991,"Niagara County, New York",3138
"G3600650","2010","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",47286,"Oneida County, New York",2128
"G3600670","2010","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",50426,"Onondaga County, New York",1481
"G3600690","2010","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",53567,"Ontario County, New York",3722
"G3600710","2010","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",65891,"Orange County, New York",1829
"G3600750","2010","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",44643,"Oswego County, New York",2909
"G3600790","2010","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",81233,"Putnam County, New York",13546
"G3600810","2010","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",53054,"Queens County, New York",1310
"G3600830","2010","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",51653,"Rensselaer County, New York",2757
"G3600850","2010","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",70560,"Richmond County, New York",2862
"G3600870","2010","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",84027,"Rockland County, New York",5671
"G3600890","2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",40163,"St. Lawrence County, New York",3229
"G3600910","2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",66212,"Saratoga County, New York",3422
"G3600930","2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",52331,"Schenectady County, New York",2537
"G3601010","2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",45995,"Steuben County, New York",2573
"G3601030","2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",81551,"Suffolk County, New York",1334
"G3601050","2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",43578,"Sullivan County, New York",5471
"G3601090","2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",52064,"Tompkins County, New York",3897
"G3601110","2010","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",51301,"Ulster County, New York",2590
"G3601130","2010","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",52715,"Warren County, New York",3935
"G3601170","2010","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",50363,"Wayne County, New York",2816
"G3601190","2010","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",77415,"Westchester County, New York",2465
"G3700010","2010","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",41058,"Alamance County, North Carolina",2232
"G3700190","2010","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",43884,"Brunswick County, North Carolina",2044
"G3700210","2010","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",43241,"Buncombe County, North Carolina",3310
"G3700230","2010","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",38131,"Burke County, North Carolina",4709
"G3700250","2010","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",48666,"Cabarrus County, North Carolina",1942
"G3700270","2010","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",36050,"Caldwell County, North Carolina",3790
"G3700310","2010","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",40614,"Carteret County, North Carolina",4630
"G3700350","2010","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",41244,"Catawba County, North Carolina",2393
"G3700450","2010","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",38282,"Cleveland County, North Carolina",3034
"G3700490","2010","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",40218,"Craven County, North Carolina",4060
"G3700510","2010","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",43205,"Cumberland County, North Carolina",1762
"G3700570","2010","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",39660,"Davidson County, North Carolina",2493
"G3700630","2010","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",47401,"Durham County, North Carolina",2321
"G3700670","2010","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",43537,"Forsyth County, North Carolina",2561
"G3700710","2010","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",39054,"Gaston County, North Carolina",2499
"G3700810","2010","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",42090,"Guilford County, North Carolina",1146
"G3700850","2010","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",39584,"Harnett County, North Carolina",3886
"G3700890","2010","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",43105,"Henderson County, North Carolina",3319
"G3700970","2010","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",45714,"Iredell County, North Carolina",3026
"G3701010","2010","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",45988,"Johnston County, North Carolina",2351
"G3701090","2010","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",42456,"Lincoln County, North Carolina",3813
"G3701190","2010","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",52188,"Mecklenburg County, North Carolina",1240
"G3701250","2010","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",47692,"Moore County, North Carolina",5869
"G3701270","2010","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42967,"Nash County, North Carolina",4618
"G3701290","2010","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",46130,"New Hanover County, North Carolina",2960
"G3701330","2010","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",41787,"Onslow County, North Carolina",1598
"G3701350","2010","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",48207,"Orange County, North Carolina",3875
"G3701470","2010","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",39222,"Pitt County, North Carolina",2243
"G3701510","2010","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",38267,"Randolph County, North Carolina",3289
"G3701550","2010","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",29453,"Robeson County, North Carolina",3749
"G3701570","2010","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",37818,"Rockingham County, North Carolina",2278
"G3701590","2010","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",37360,"Rowan County, North Carolina",2439
"G3701610","2010","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",35442,"Rutherford County, North Carolina",3231
"G3701710","2010","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",35928,"Surry County, North Carolina",3436
"G3701790","2010","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",65576,"Union County, North Carolina",4572
"G3701830","2010","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",61426,"Wake County, North Carolina",1380
"G3701910","2010","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",40787,"Wayne County, North Carolina",2598
"G3701930","2010","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",31869,"Wilkes County, North Carolina",3457
"G3701950","2010","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",34883,"Wilson County, North Carolina",3225
"G3800150","2010","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",55489,"Burleigh County, North Dakota",5638
"G3800170","2010","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",50616,"Cass County, North Dakota",3049
"G3800350","2010","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",42923,"Grand Forks County, North Dakota",5922
"G3900030","2010","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",41057,"Allen County, Ohio",1755
"G3900070","2010","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",38751,"Ashtabula County, Ohio",3551
"G3900130","2010","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",38548,"Belmont County, Ohio",3670
"G3900170","2010","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",54541,"Butler County, Ohio",2259
"G3900230","2010","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",39580,"Clark County, Ohio",2283
"G3900250","2010","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",56952,"Clermont County, Ohio",2993
"G3900290","2010","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",35909,"Columbiana County, Ohio",2946
"G3900350","2010","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",41347,"Cuyahoga County, Ohio",670
"G3900410","2010","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",85146,"Delaware County, Ohio",3065
"G3900430","2010","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",42246,"Erie County, Ohio",4221
"G3900450","2010","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55981,"Fairfield County, Ohio",2569
"G3900490","2010","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",47557,"Franklin County, Ohio",1200
"G3900550","2010","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",61236,"Geauga County, Ohio",4809
"G3900570","2010","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",51048,"Greene County, Ohio",2365
"G3900610","2010","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",46236,"Hamilton County, Ohio",1468
"G3900630","2010","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",50150,"Hancock County, Ohio",4571
"G3900810","2010","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",36008,"Jefferson County, Ohio",3086
"G3900850","2010","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",52685,"Lake County, Ohio",2732
"G3900890","2010","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",51132,"Licking County, Ohio",2741
"G3900930","2010","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",50200,"Lorain County, Ohio",2632
"G3900950","2010","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",38773,"Lucas County, Ohio",1534
"G3900990","2010","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",37847,"Mahoning County, Ohio",1791
"G3901010","2010","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",38824,"Marion County, Ohio",5058
"G3901030","2010","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",63543,"Medina County, Ohio",3321
"G3901090","2010","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",49222,"Miami County, Ohio",2584
"G3901130","2010","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",40618,"Montgomery County, Ohio",1194
"G3901190","2010","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",40894,"Muskingum County, Ohio",2398
"G3901330","2010","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",49244,"Portage County, Ohio",2627
"G3901390","2010","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",41572,"Richland County, Ohio",1873
"G3901410","2010","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",40811,"Ross County, Ohio",2878
"G3901450","2010","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",36859,"Scioto County, Ohio",3925
"G3901510","2010","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",42664,"Stark County, Ohio",1398
"G3901530","2010","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",45593,"Summit County, Ohio",1370
"G3901550","2010","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",40153,"Trumbull County, Ohio",2396
"G3901570","2010","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",38882,"Tuscarawas County, Ohio",2787
"G3901650","2010","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",66499,"Warren County, Ohio",2469
"G3901690","2010","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46288,"Wayne County, Ohio",2553
"G3901730","2010","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",47485,"Wood County, Ohio",3684
"G4000170","2010","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",56072,"Canadian County, Oklahoma",3248
"G4000270","2010","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",50967,"Cleveland County, Oklahoma",2349
"G4000310","2010","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",43817,"Comanche County, Oklahoma",3158
"G4000370","2010","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",40640,"Creek County, Oklahoma",3538
"G4001010","2010","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",39910,"Muskogee County, Oklahoma",2984
"G4001090","2010","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",42564,"Oklahoma County, Oklahoma",1404
