GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G00199","2010","US",,,,,,,,,,,,,,,"Aberdeen--Havre de Grace--Bel Air, MD Urbanized Area","00199",,,,,,,"40000US00199","Aberdeen--Havre de Grace--Bel Air, MD Urbanized Area",66158,"Aberdeen--Havre de Grace--Bel Air, MD Urbanized Area",3352
"G00280","2010","US",,,,,,,,,,,,,,,"Abilene, TX Urbanized Area","00280",,,,,,,"40000US00280","Abilene, TX Urbanized Area",38346,"Abilene, TX Urbanized Area",3142
"G00631","2010","PR",,,,,,,,,,,,,,,"Aguadilla--Isabela--San Sebastián, PR Urbanized Area","00631",,,,,,,"40000US00631","Aguadilla--Isabela--San Sebastián, PR Urbanized Area",14657,"Aguadilla--Isabela--San Sebastián, PR Urbanized Area",888
"G00766","2010","US",,,,,,,,,,,,,,,"Akron, OH Urbanized Area","00766",,,,,,,"40000US00766","Akron, OH Urbanized Area",42047,"Akron, OH Urbanized Area",1145
"G00901","2010","US",,,,,,,,,,,,,,,"Albany, GA Urbanized Area","00901",,,,,,,"40000US00901","Albany, GA Urbanized Area",28407,"Albany, GA Urbanized Area",3985
"G00928","2010","US",,,,,,,,,,,,,,,"Albany, NY Urbanized Area","00928",,,,,,,"40000US00928","Albany, NY Urbanized Area",54534,"Albany, NY Urbanized Area",1603
"G01171","2010","US",,,,,,,,,,,,,,,"Albuquerque, NM Urbanized Area","01171",,,,,,,"40000US01171","Albuquerque, NM Urbanized Area",46842,"Albuquerque, NM Urbanized Area",1296
"G01279","2010","US",,,,,,,,,,,,,,,"Alexandria, LA Urbanized Area","01279",,,,,,,"40000US01279","Alexandria, LA Urbanized Area",35997,"Alexandria, LA Urbanized Area",2358
"G01495","2010","US",,,,,,,,,,,,,,,"Allentown--Bethlehem, PA--NJ Urbanized Area","01495",,,,,,,"40000US01495","Allentown--Bethlehem, PA--NJ Urbanized Area",51858,"Allentown--Bethlehem, PA--NJ Urbanized Area",1337
"G01765","2010","US",,,,,,,,,,,,,,,"Alton, IL Urbanized Area","01765",,,,,,,"40000US01765","Alton, IL Urbanized Area",41940,"Alton, IL Urbanized Area",3988
"G01792","2010","US",,,,,,,,,,,,,,,"Altoona, PA Urbanized Area","01792",,,,,,,"40000US01792","Altoona, PA Urbanized Area",38445,"Altoona, PA Urbanized Area",3048
"G01927","2010","US",,,,,,,,,,,,,,,"Amarillo, TX Urbanized Area","01927",,,,,,,"40000US01927","Amarillo, TX Urbanized Area",43425,"Amarillo, TX Urbanized Area",3311
"G02305","2010","US",,,,,,,,,,,,,,,"Anchorage, AK Urbanized Area","02305",,,,,,,"40000US02305","Anchorage, AK Urbanized Area",66859,"Anchorage, AK Urbanized Area",3750
"G02386","2010","US",,,,,,,,,,,,,,,"Anderson, IN Urbanized Area","02386",,,,,,,"40000US02386","Anderson, IN Urbanized Area",36502,"Anderson, IN Urbanized Area",1626
"G02413","2010","US",,,,,,,,,,,,,,,"Anderson, SC Urbanized Area","02413",,,,,,,"40000US02413","Anderson, SC Urbanized Area",27391,"Anderson, SC Urbanized Area",3609
"G02602","2010","US",,,,,,,,,,,,,,,"Ann Arbor, MI Urbanized Area","02602",,,,,,,"40000US02602","Ann Arbor, MI Urbanized Area",51331,"Ann Arbor, MI Urbanized Area",1691
"G02629","2010","US",,,,,,,,,,,,,,,"Anniston, AL Urbanized Area","02629",,,,,,,"40000US02629","Anniston, AL Urbanized Area",37304,"Anniston, AL Urbanized Area",4725
"G02683","2010","US",,,,,,,,,,,,,,,"Antioch, CA Urbanized Area","02683",,,,,,,"40000US02683","Antioch, CA Urbanized Area",60993,"Antioch, CA Urbanized Area",2813
"G02764","2010","US",,,,,,,,,,,,,,,"Appleton, WI Urbanized Area","02764",,,,,,,"40000US02764","Appleton, WI Urbanized Area",50976,"Appleton, WI Urbanized Area",1186
"G03034","2010","PR",,,,,,,,,,,,,,,"Arecibo, PR Urbanized Area","03034",,,,,,,"40000US03034","Arecibo, PR Urbanized Area",16567,"Arecibo, PR Urbanized Area",1296
"G03358","2010","US",,,,,,,,,,,,,,,"Asheville, NC Urbanized Area","03358",,,,,,,"40000US03358","Asheville, NC Urbanized Area",41004,"Asheville, NC Urbanized Area",2649
"G03763","2010","US",,,,,,,,,,,,,,,"Athens-Clarke County, GA Urbanized Area","03763",,,,,,,"40000US03763","Athens-Clarke County, GA Urbanized Area",36612,"Athens-Clarke County, GA Urbanized Area",2909
"G03817","2010","US",,,,,,,,,,,,,,,"Atlanta, GA Urbanized Area","03817",,,,,,,"40000US03817","Atlanta, GA Urbanized Area",52320,"Atlanta, GA Urbanized Area",687
"G03898","2010","US",,,,,,,,,,,,,,,"Atlantic City, NJ Urbanized Area","03898",,,,,,,"40000US03898","Atlantic City, NJ Urbanized Area",52255,"Atlantic City, NJ Urbanized Area",2646
"G04033","2010","US",,,,,,,,,,,,,,,"Auburn, AL Urbanized Area","04033",,,,,,,"40000US04033","Auburn, AL Urbanized Area",27153,"Auburn, AL Urbanized Area",2806
"G04222","2010","US",,,,,,,,,,,,,,,"Augusta-Richmond County, GA--SC Urbanized Area","04222",,,,,,,"40000US04222","Augusta-Richmond County, GA--SC Urbanized Area",45311,"Augusta-Richmond County, GA--SC Urbanized Area",3016
"G04384","2010","US",,,,,,,,,,,,,,,"Austin, TX Urbanized Area","04384",,,,,,,"40000US04384","Austin, TX Urbanized Area",52312,"Austin, TX Urbanized Area",973
"G04546","2010","US",,,,,,,,,,,,,,,"Avondale, AZ Urbanized Area","04546",,,,,,,"40000US04546","Avondale, AZ Urbanized Area",60016,"Avondale, AZ Urbanized Area",6028
"G04681","2010","US",,,,,,,,,,,,,,,"Bakersfield, CA Urbanized Area","04681",,,,,,,"40000US04681","Bakersfield, CA Urbanized Area",45832,"Bakersfield, CA Urbanized Area",2718
"G04843","2010","US",,,,,,,,,,,,,,,"Baltimore, MD Urbanized Area","04843",,,,,,,"40000US04843","Baltimore, MD Urbanized Area",60979,"Baltimore, MD Urbanized Area",982
"G05167","2010","US",,,,,,,,,,,,,,,"Barnstable Town, MA Urbanized Area","05167",,,,,,,"40000US05167","Barnstable Town, MA Urbanized Area",57643,"Barnstable Town, MA Urbanized Area",4119
"G05680","2010","US",,,,,,,,,,,,,,,"Baton Rouge, LA Urbanized Area","05680",,,,,,,"40000US05680","Baton Rouge, LA Urbanized Area",45655,"Baton Rouge, LA Urbanized Area",2160
"G05707","2010","US",,,,,,,,,,,,,,,"Battle Creek, MI Urbanized Area","05707",,,,,,,"40000US05707","Battle Creek, MI Urbanized Area",39564,"Battle Creek, MI Urbanized Area",3305
"G05869","2010","US",,,,,,,,,,,,,,,"Bay City, MI Urbanized Area","05869",,,,,,,"40000US05869","Bay City, MI Urbanized Area",40891,"Bay City, MI Urbanized Area",3918
"G06058","2010","US",,,,,,,,,,,,,,,"Beaumont, TX Urbanized Area","06058",,,,,,,"40000US06058","Beaumont, TX Urbanized Area",36895,"Beaumont, TX Urbanized Area",3356
"G06652","2010","US",,,,,,,,,,,,,,,"Bellingham, WA Urbanized Area","06652",,,,,,,"40000US06652","Bellingham, WA Urbanized Area",47018,"Bellingham, WA Urbanized Area",4130
"G06868","2010","US",,,,,,,,,,,,,,,"Bend, OR Urbanized Area","06868",,,,,,,"40000US06868","Bend, OR Urbanized Area",42793,"Bend, OR Urbanized Area",5032
"G07705","2010","US",,,,,,,,,,,,,,,"Billings, MT Urbanized Area","07705",,,,,,,"40000US07705","Billings, MT Urbanized Area",45737,"Billings, MT Urbanized Area",4573
"G07732","2010","US",,,,,,,,,,,,,,,"Binghamton, NY--PA Urbanized Area","07732",,,,,,,"40000US07732","Binghamton, NY--PA Urbanized Area",42782,"Binghamton, NY--PA Urbanized Area",2540
"G07786","2010","US",,,,,,,,,,,,,,,"Birmingham, AL Urbanized Area","07786",,,,,,,"40000US07786","Birmingham, AL Urbanized Area",42682,"Birmingham, AL Urbanized Area",1492
"G07921","2010","US",,,,,,,,,,,,,,,"Bismarck, ND Urbanized Area","07921",,,,,,,"40000US07921","Bismarck, ND Urbanized Area",47773,"Bismarck, ND Urbanized Area",6713
"G08380","2010","US",,,,,,,,,,,,,,,"Bloomington, IN Urbanized Area","08380",,,,,,,"40000US08380","Bloomington, IN Urbanized Area",30090,"Bloomington, IN Urbanized Area",4444
"G08407","2010","US",,,,,,,,,,,,,,,"Bloomington--Normal, IL Urbanized Area","08407",,,,,,,"40000US08407","Bloomington--Normal, IL Urbanized Area",54563,"Bloomington--Normal, IL Urbanized Area",3482
"G08785","2010","US",,,,,,,,,,,,,,,"Boise City, ID Urbanized Area","08785",,,,,,,"40000US08785","Boise City, ID Urbanized Area",46528,"Boise City, ID Urbanized Area",1751
"G08974","2010","US",,,,,,,,,,,,,,,"Bonita Springs--Naples, FL Urbanized Area","08974",,,,,,,"40000US08974","Bonita Springs--Naples, FL Urbanized Area",52013,"Bonita Springs--Naples, FL Urbanized Area",3000
"G09271","2010","US",,,,,,,,,,,,,,,"Boston, MA--NH--RI Urbanized Area","09271",,,,,,,"40000US09271","Boston, MA--NH--RI Urbanized Area",66801,"Boston, MA--NH--RI Urbanized Area",790
"G09298","2010","US",,,,,,,,,,,,,,,"Boulder, CO Urbanized Area","09298",,,,,,,"40000US09298","Boulder, CO Urbanized Area",55153,"Boulder, CO Urbanized Area",4403
"G09379","2010","US",,,,,,,,,,,,,,,"Bowling Green, KY Urbanized Area","09379",,,,,,,"40000US09379","Bowling Green, KY Urbanized Area",32718,"Bowling Green, KY Urbanized Area",3662
"G09946","2010","US",,,,,,,,,,,,,,,"Bremerton, WA Urbanized Area","09946",,,,,,,"40000US09946","Bremerton, WA Urbanized Area",52374,"Bremerton, WA Urbanized Area",2230
"G10162","2010","US",,,,,,,,,,,,,,,"Bridgeport--Stamford, CT--NY Urbanized Area","10162",,,,,,,"40000US10162","Bridgeport--Stamford, CT--NY Urbanized Area",72634,"Bridgeport--Stamford, CT--NY Urbanized Area",2510
"G10729","2010","US",,,,,,,,,,,,,,,"Brooksville, FL Urbanized Area","10729",,,,,,,"40000US10729","Brooksville, FL Urbanized Area",35283,"Brooksville, FL Urbanized Area",2720
"G10972","2010","US",,,,,,,,,,,,,,,"Brownsville, TX Urbanized Area","10972",,,,,,,"40000US10972","Brownsville, TX Urbanized Area",29338,"Brownsville, TX Urbanized Area",3064
"G11350","2010","US",,,,,,,,,,,,,,,"Buffalo, NY Urbanized Area","11350",,,,,,,"40000US11350","Buffalo, NY Urbanized Area",44397,"Buffalo, NY Urbanized Area",1406
"G11728","2010","US",,,,,,,,,,,,,,,"Burlington, NC Urbanized Area","11728",,,,,,,"40000US11728","Burlington, NC Urbanized Area",35906,"Burlington, NC Urbanized Area",3222
"G11755","2010","US",,,,,,,,,,,,,,,"Burlington, VT Urbanized Area","11755",,,,,,,"40000US11755","Burlington, VT Urbanized Area",48095,"Burlington, VT Urbanized Area",4662
"G12754","2010","US",,,,,,,,,,,,,,,"Camarillo, CA Urbanized Area","12754",,,,,,,"40000US12754","Camarillo, CA Urbanized Area",79320,"Camarillo, CA Urbanized Area",10037
"G13375","2010","US",,,,,,,,,,,,,,,"Canton, OH Urbanized Area","13375",,,,,,,"40000US13375","Canton, OH Urbanized Area",40793,"Canton, OH Urbanized Area",1677
"G13510","2010","US",,,,,,,,,,,,,,,"Cape Coral, FL Urbanized Area","13510",,,,,,,"40000US13510","Cape Coral, FL Urbanized Area",41167,"Cape Coral, FL Urbanized Area",1307
"G14752","2010","US",,,,,,,,,,,,,,,"Cedar Rapids, IA Urbanized Area","14752",,,,,,,"40000US14752","Cedar Rapids, IA Urbanized Area",50520,"Cedar Rapids, IA Urbanized Area",2023
"G15211","2010","US",,,,,,,,,,,,,,,"Champaign, IL Urbanized Area","15211",,,,,,,"40000US15211","Champaign, IL Urbanized Area",38129,"Champaign, IL Urbanized Area",3304
"G15481","2010","US",,,,,,,,,,,,,,,"Charleston, WV Urbanized Area","15481",,,,,,,"40000US15481","Charleston, WV Urbanized Area",44379,"Charleston, WV Urbanized Area",2411
"G15508","2010","US",,,,,,,,,,,,,,,"Charleston--North Charleston, SC Urbanized Area","15508",,,,,,,"40000US15508","Charleston--North Charleston, SC Urbanized Area",46582,"Charleston--North Charleston, SC Urbanized Area",1817
"G15670","2010","US",,,,,,,,,,,,,,,"Charlotte, NC--SC Urbanized Area","15670",,,,,,,"40000US15670","Charlotte, NC--SC Urbanized Area",52264,"Charlotte, NC--SC Urbanized Area",1191
"G15724","2010","US",,,,,,,,,,,,,,,"Charlottesville, VA Urbanized Area","15724",,,,,,,"40000US15724","Charlottesville, VA Urbanized Area",50749,"Charlottesville, VA Urbanized Area",3541
"G15832","2010","US",,,,,,,,,,,,,,,"Chattanooga, TN--GA Urbanized Area","15832",,,,,,,"40000US15832","Chattanooga, TN--GA Urbanized Area",41992,"Chattanooga, TN--GA Urbanized Area",2023
"G16237","2010","US",,,,,,,,,,,,,,,"Cheyenne, WY Urbanized Area","16237",,,,,,,"40000US16237","Cheyenne, WY Urbanized Area",41662,"Cheyenne, WY Urbanized Area",3244
"G16264","2010","US",,,,,,,,,,,,,,,"Chicago, IL--IN Urbanized Area","16264",,,,,,,"40000US16264","Chicago, IL--IN Urbanized Area",56069,"Chicago, IL--IN Urbanized Area",460
"G16318","2010","US",,,,,,,,,,,,,,,"Chico, CA Urbanized Area","16318",,,,,,,"40000US16318","Chico, CA Urbanized Area",43973,"Chico, CA Urbanized Area",3049
"G16885","2010","US",,,,,,,,,,,,,,,"Cincinnati, OH--KY--IN Urbanized Area","16885",,,,,,,"40000US16885","Cincinnati, OH--KY--IN Urbanized Area",50090,"Cincinnati, OH--KY--IN Urbanized Area",1108
"G17317","2010","US",,,,,,,,,,,,,,,"Clarksville, TN--KY Urbanized Area","17317",,,,,,,"40000US17317","Clarksville, TN--KY Urbanized Area",40870,"Clarksville, TN--KY Urbanized Area",1968
"G17668","2010","US",,,,,,,,,,,,,,,"Cleveland, OH Urbanized Area","17668",,,,,,,"40000US17668","Cleveland, OH Urbanized Area",45358,"Cleveland, OH Urbanized Area",818
"G18451","2010","US",,,,,,,,,,,,,,,"Coeur d'Alene, ID Urbanized Area","18451",,,,,,,"40000US18451","Coeur d'Alene, ID Urbanized Area",38547,"Coeur d'Alene, ID Urbanized Area",3338
"G18748","2010","US",,,,,,,,,,,,,,,"College Station--Bryan, TX Urbanized Area","18748",,,,,,,"40000US18748","College Station--Bryan, TX Urbanized Area",28554,"College Station--Bryan, TX Urbanized Area",2691
"G18856","2010","US",,,,,,,,,,,,,,,"Colorado Springs, CO Urbanized Area","18856",,,,,,,"40000US18856","Colorado Springs, CO Urbanized Area",48325,"Colorado Springs, CO Urbanized Area",1858
"G18937","2010","US",,,,,,,,,,,,,,,"Columbia, MO Urbanized Area","18937",,,,,,,"40000US18937","Columbia, MO Urbanized Area",34562,"Columbia, MO Urbanized Area",3558
"G18964","2010","US",,,,,,,,,,,,,,,"Columbia, SC Urbanized Area","18964",,,,,,,"40000US18964","Columbia, SC Urbanized Area",45725,"Columbia, SC Urbanized Area",1605
"G19099","2010","US",,,,,,,,,,,,,,,"Columbus, GA--AL Urbanized Area","19099",,,,,,,"40000US19099","Columbus, GA--AL Urbanized Area",34137,"Columbus, GA--AL Urbanized Area",1692
"G19234","2010","US",,,,,,,,,,,,,,,"Columbus, OH Urbanized Area","19234",,,,,,,"40000US19234","Columbus, OH Urbanized Area",49139,"Columbus, OH Urbanized Area",1261
"G19504","2010","US",,,,,,,,,,,,,,,"Concord, CA Urbanized Area","19504",,,,,,,"40000US19504","Concord, CA Urbanized Area",91009,"Concord, CA Urbanized Area",3170
"G19558","2010","US",,,,,,,,,,,,,,,"Concord, NC Urbanized Area","19558",,,,,,,"40000US19558","Concord, NC Urbanized Area",41727,"Concord, NC Urbanized Area",2590
"G20287","2010","US",,,,,,,,,,,,,,,"Corpus Christi, TX Urbanized Area","20287",,,,,,,"40000US20287","Corpus Christi, TX Urbanized Area",42687,"Corpus Christi, TX Urbanized Area",3153
"G22042","2010","US",,,,,,,,,,,,,,,"Dallas--Fort Worth--Arlington, TX Urbanized Area","22042",,,,,,,"40000US22042","Dallas--Fort Worth--Arlington, TX Urbanized Area",50960,"Dallas--Fort Worth--Arlington, TX Urbanized Area",496
"G22069","2010","US",,,,,,,,,,,,,,,"Dalton, GA Urbanized Area","22069",,,,,,,"40000US22069","Dalton, GA Urbanized Area",37550,"Dalton, GA Urbanized Area",3804
"G22096","2010","US",,,,,,,,,,,,,,,"Danbury, CT--NY Urbanized Area","22096",,,,,,,"40000US22096","Danbury, CT--NY Urbanized Area",70426,"Danbury, CT--NY Urbanized Area",4973
"G22366","2010","US",,,,,,,,,,,,,,,"Davenport, IA--IL Urbanized Area","22366",,,,,,,"40000US22366","Davenport, IA--IL Urbanized Area",43083,"Davenport, IA--IL Urbanized Area",2360
"G22420","2010","US",,,,,,,,,,,,,,,"Davis, CA Urbanized Area","22420",,,,,,,"40000US22420","Davis, CA Urbanized Area",53313,"Davis, CA Urbanized Area",15188
"G22528","2010","US",,,,,,,,,,,,,,,"Dayton, OH Urbanized Area","22528",,,,,,,"40000US22528","Dayton, OH Urbanized Area",42180,"Dayton, OH Urbanized Area",1307
"G22636","2010","US",,,,,,,,,,,,,,,"Daytona Beach--Port Orange, FL Urbanized Area","22636",,,,,,,"40000US22636","Daytona Beach--Port Orange, FL Urbanized Area",37859,"Daytona Beach--Port Orange, FL Urbanized Area",2075
"G22717","2010","US",,,,,,,,,,,,,,,"Decatur, IL Urbanized Area","22717",,,,,,,"40000US22717","Decatur, IL Urbanized Area",36841,"Decatur, IL Urbanized Area",3279
"G23311","2010","US",,,,,,,,,,,,,,,"Deltona, FL Urbanized Area","23311",,,,,,,"40000US23311","Deltona, FL Urbanized Area",45799,"Deltona, FL Urbanized Area",4022
"G23500","2010","US",,,,,,,,,,,,,,,"Denton--Lewisville, TX Urbanized Area","23500",,,,,,,"40000US23500","Denton--Lewisville, TX Urbanized Area",65618,"Denton--Lewisville, TX Urbanized Area",2193
"G23527","2010","US",,,,,,,,,,,,,,,"Denver--Aurora, CO Urbanized Area","23527",,,,,,,"40000US23527","Denver--Aurora, CO Urbanized Area",54206,"Denver--Aurora, CO Urbanized Area",1168
"G23743","2010","US",,,,,,,,,,,,,,,"Des Moines, IA Urbanized Area","23743",,,,,,,"40000US23743","Des Moines, IA Urbanized Area",52013,"Des Moines, IA Urbanized Area",1406
"G23824","2010","US",,,,,,,,,,,,,,,"Detroit, MI Urbanized Area","23824",,,,,,,"40000US23824","Detroit, MI Urbanized Area",46684,"Detroit, MI Urbanized Area",531
"G24472","2010","US",,,,,,,,,,,,,,,"Dothan, AL Urbanized Area","24472",,,,,,,"40000US24472","Dothan, AL Urbanized Area",36563,"Dothan, AL Urbanized Area",2136
"G24580","2010","US",,,,,,,,,,,,,,,"Dover, DE Urbanized Area","24580",,,,,,,"40000US24580","Dover, DE Urbanized Area",51594,"Dover, DE Urbanized Area",9038
"G24607","2010","US",,,,,,,,,,,,,,,"Dover--Rochester, NH--ME Urbanized Area","24607",,,,,,,"40000US24607","Dover--Rochester, NH--ME Urbanized Area",48750,"Dover--Rochester, NH--ME Urbanized Area",3909
"G24823","2010","US",,,,,,,,,,,,,,,"Dubuque, IA--IL Urbanized Area","24823",,,,,,,"40000US24823","Dubuque, IA--IL Urbanized Area",44312,"Dubuque, IA--IL Urbanized Area",2652
"G24850","2010","US",,,,,,,,,,,,,,,"Duluth, MN--WI Urbanized Area","24850",,,,,,,"40000US24850","Duluth, MN--WI Urbanized Area",38356,"Duluth, MN--WI Urbanized Area",2663
"G25228","2010","US",,,,,,,,,,,,,,,"Durham, NC Urbanized Area","25228",,,,,,,"40000US25228","Durham, NC Urbanized Area",45483,"Durham, NC Urbanized Area",1434
"G26038","2010","US",,,,,,,,,,,,,,,"Eau Claire, WI Urbanized Area","26038",,,,,,,"40000US26038","Eau Claire, WI Urbanized Area",41015,"Eau Claire, WI Urbanized Area",1653
"G26794","2010","US",,,,,,,,,,,,,,,"Elkhart, IN--MI Urbanized Area","26794",,,,,,,"40000US26794","Elkhart, IN--MI Urbanized Area",37841,"Elkhart, IN--MI Urbanized Area",3084
"G27118","2010","US",,,,,,,,,,,,,,,"Elmira, NY Urbanized Area","27118",,,,,,,"40000US27118","Elmira, NY Urbanized Area",42221,"Elmira, NY Urbanized Area",5747
"G27253","2010","US",,,,,,,,,,,,,,,"El Paso, TX--NM Urbanized Area","27253",,,,,,,"40000US27253","El Paso, TX--NM Urbanized Area",33776,"El Paso, TX--NM Urbanized Area",1781
"G27766","2010","US",,,,,,,,,,,,,,,"Erie, PA Urbanized Area","27766",,,,,,,"40000US27766","Erie, PA Urbanized Area",40890,"Erie, PA Urbanized Area",1571
"G28117","2010","US",,,,,,,,,,,,,,,"Eugene, OR Urbanized Area","28117",,,,,,,"40000US28117","Eugene, OR Urbanized Area",38571,"Eugene, OR Urbanized Area",2373
"G28333","2010","US",,,,,,,,,,,,,,,"Evansville, IN--KY Urbanized Area","28333",,,,,,,"40000US28333","Evansville, IN--KY Urbanized Area",40336,"Evansville, IN--KY Urbanized Area",2304
"G28657","2010","US",,,,,,,,,,,,,,,"Fairfield, CA Urbanized Area","28657",,,,,,,"40000US28657","Fairfield, CA Urbanized Area",58258,"Fairfield, CA Urbanized Area",4202
"G28981","2010","PR",,,,,,,,,,,,,,,"Fajardo, PR Urbanized Area","28981",,,,,,,"40000US28981","Fajardo, PR Urbanized Area",18569,"Fajardo, PR Urbanized Area",1884
"G29089","2010","US",,,,,,,,,,,,,,,"Fargo, ND--MN Urbanized Area","29089",,,,,,,"40000US29089","Fargo, ND--MN Urbanized Area",43925,"Fargo, ND--MN Urbanized Area",2891
"G29440","2010","US",,,,,,,,,,,,,,,"Fayetteville, NC Urbanized Area","29440",,,,,,,"40000US29440","Fayetteville, NC Urbanized Area",42377,"Fayetteville, NC Urbanized Area",1632
"G29494","2010","US",,,,,,,,,,,,,,,"Fayetteville--Springdale, AR Urbanized Area","29494",,,,,,,"40000US29494","Fayetteville--Springdale, AR Urbanized Area",39612,"Fayetteville--Springdale, AR Urbanized Area",2753
"G29818","2010","US",,,,,,,,,,,,,,,"Flagstaff, AZ Urbanized Area","29818",,,,,,,"40000US29818","Flagstaff, AZ Urbanized Area",43037,"Flagstaff, AZ Urbanized Area",5588
"G29872","2010","US",,,,,,,,,,,,,,,"Flint, MI Urbanized Area","29872",,,,,,,"40000US29872","Flint, MI Urbanized Area",35410,"Flint, MI Urbanized Area",1774
"G29953","2010","US",,,,,,,,,,,,,,,"Florence, AL Urbanized Area","29953",,,,,,,"40000US29953","Florence, AL Urbanized Area",32181,"Florence, AL Urbanized Area",3924
"G30061","2010","US",,,,,,,,,,,,,,,"Florence, SC Urbanized Area","30061",,,,,,,"40000US30061","Florence, SC Urbanized Area",43316,"Florence, SC Urbanized Area",3419
"G30115","2010","PR",,,,,,,,,,,,,,,"Florida--Barceloneta--Bajadero, PR Urbanized Area","30115",,,,,,,"40000US30115","Florida--Barceloneta--Bajadero, PR Urbanized Area",17471,"Florida--Barceloneta--Bajadero, PR Urbanized Area",1990
"G30628","2010","US",,,,,,,,,,,,,,,"Fort Collins, CO Urbanized Area","30628",,,,,,,"40000US30628","Fort Collins, CO Urbanized Area",46861,"Fort Collins, CO Urbanized Area",2885
"G30925","2010","US",,,,,,,,,,,,,,,"Fort Smith, AR--OK Urbanized Area","30925",,,,,,,"40000US30925","Fort Smith, AR--OK Urbanized Area",36883,"Fort Smith, AR--OK Urbanized Area",2543
"G31060","2010","US",,,,,,,,,,,,,,,"Fort Walton Beach, FL Urbanized Area","31060",,,,,,,"40000US31060","Fort Walton Beach, FL Urbanized Area",52742,"Fort Walton Beach, FL Urbanized Area",2358
"G31087","2010","US",,,,,,,,,,,,,,,"Fort Wayne, IN Urbanized Area","31087",,,,,,,"40000US31087","Fort Wayne, IN Urbanized Area",43951,"Fort Wayne, IN Urbanized Area",1541
"G31519","2010","US",,,,,,,,,,,,,,,"Frederick, MD Urbanized Area","31519",,,,,,,"40000US31519","Frederick, MD Urbanized Area",78860,"Frederick, MD Urbanized Area",4837
"G31600","2010","US",,,,,,,,,,,,,,,"Fredericksburg, VA Urbanized Area","31600",,,,,,,"40000US31600","Fredericksburg, VA Urbanized Area",64542,"Fredericksburg, VA Urbanized Area",4998
"G31843","2010","US",,,,,,,,,,,,,,,"Fresno, CA Urbanized Area","31843",,,,,,,"40000US31843","Fresno, CA Urbanized Area",43636,"Fresno, CA Urbanized Area",2136
"G32167","2010","US",,,,,,,,,,,,,,,"Gainesville, FL Urbanized Area","32167",,,,,,,"40000US32167","Gainesville, FL Urbanized Area",36320,"Gainesville, FL Urbanized Area",2326
"G32194","2010","US",,,,,,,,,,,,,,,"Gainesville, GA Urbanized Area","32194",,,,,,,"40000US32194","Gainesville, GA Urbanized Area",45147,"Gainesville, GA Urbanized Area",5018
"G32653","2010","US",,,,,,,,,,,,,,,"Gastonia, NC Urbanized Area","32653",,,,,,,"40000US32653","Gastonia, NC Urbanized Area",36827,"Gastonia, NC Urbanized Area",2935
"G33328","2010","US",,,,,,,,,,,,,,,"Gilroy--Morgan Hill, CA Urbanized Area","33328",,,,,,,"40000US33328","Gilroy--Morgan Hill, CA Urbanized Area",73726,"Gilroy--Morgan Hill, CA Urbanized Area",7861
"G34273","2010","US",,,,,,,,,,,,,,,"Grand Junction, CO Urbanized Area","34273",,,,,,,"40000US34273","Grand Junction, CO Urbanized Area",41907,"Grand Junction, CO Urbanized Area",4882
"G34300","2010","US",,,,,,,,,,,,,,,"Grand Rapids, MI Urbanized Area","34300",,,,,,,"40000US34300","Grand Rapids, MI Urbanized Area",45170,"Grand Rapids, MI Urbanized Area",1451
"G34759","2010","US",,,,,,,,,,,,,,,"Great Falls, MT Urbanized Area","34759",,,,,,,"40000US34759","Great Falls, MT Urbanized Area",40657,"Great Falls, MT Urbanized Area",1784
"G34786","2010","US",,,,,,,,,,,,,,,"Greeley, CO Urbanized Area","34786",,,,,,,"40000US34786","Greeley, CO Urbanized Area",39825,"Greeley, CO Urbanized Area",4655
"G34813","2010","US",,,,,,,,,,,,,,,"Green Bay, WI Urbanized Area","34813",,,,,,,"40000US34813","Green Bay, WI Urbanized Area",47032,"Green Bay, WI Urbanized Area",2665
"G35164","2010","US",,,,,,,,,,,,,,,"Greensboro, NC Urbanized Area","35164",,,,,,,"40000US35164","Greensboro, NC Urbanized Area",40927,"Greensboro, NC Urbanized Area",1387
"G35380","2010","US",,,,,,,,,,,,,,,"Greenville, NC Urbanized Area","35380",,,,,,,"40000US35380","Greenville, NC Urbanized Area",35924,"Greenville, NC Urbanized Area",5489
"G35461","2010","US",,,,,,,,,,,,,,,"Greenville, SC Urbanized Area","35461",,,,,,,"40000US35461","Greenville, SC Urbanized Area",38775,"Greenville, SC Urbanized Area",2077
"G35866","2010","PR",,,,,,,,,,,,,,,"Guayama, PR Urbanized Area","35866",,,,,,,"40000US35866","Guayama, PR Urbanized Area",18821,"Guayama, PR Urbanized Area",1724
"G35920","2010","US",,,,,,,,,,,,,,,"Gulfport--Biloxi, MS Urbanized Area","35920",,,,,,,"40000US35920","Gulfport--Biloxi, MS Urbanized Area",41232,"Gulfport--Biloxi, MS Urbanized Area",1791
